id,title,genres,original_language,release_date,length,rating,rating_count,plot
250066,American Heist,Action,en,2014,94,5.0,18000,"James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job ... Read allJames owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the s... Read allJames owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go."
403119,47 Meters Down,"Thriller, Adventure, Horror",en,2017,89,5.6,61000,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to sur... Read allTwo sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive."
325358,Superfast!,"Comedy, Action",en,2015,99,4.1,11000,A spoof on The Fast and the Furious (2001) and the following F&F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.A spoof on The Fast and the Furious (2001) and the following F&F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.A spoof on The Fast and the Furious (2001) and the following F&F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.
250734,Far from the Madding Crowd,"Drama, Romance",en,2015,119,7.1,54000,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldw... Read allIn Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor."
419704,Ad Astra,"Science Fiction, Drama",en,2019,123,6.5,261000,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the ... Read allAstronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
779782,The School for Good and Evil,"Fantasy, Comedy, Adventure, Drama",en,2022,147,5.9,36000,Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect ... Read allBest friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.Best friends Sophie and Agatha find themselves on opposing sides of an epic battle when they're swept away into an enchanted school where aspiring heroes and villains are trained to protect the balance between Good and Evil.
346671,Little Evil,"Comedy, Horror",en,2017,94,5.7,23000,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist."
295699,Everybody Wants Some!!,Comedy,en,2016,117,6.9,59000,"In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood."
241239,A Most Violent Year,"Crime, Drama, Thriller",en,2014,125,7.0,78000,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history."
287948,The Transporter Refueled,"Action, Thriller, Crime",en,2015,96,5.2,45000,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russi... Read allIn the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin."
